Date,HOBBIES_1_004_CA_2_evaluation,HOBBIES_1_008_CA_2_evaluation,HOBBIES_1_014_CA_2_evaluation,HOBBIES_1_015_CA_2_evaluation,HOBBIES_1_016_CA_2_evaluation,HOBBIES_1_021_CA_2_evaluation,HOBBIES_1_043_CA_2_evaluation,HOBBIES_1_048_CA_2_evaluation,HOBBIES_1_079_CA_2_evaluation,HOBBIES_1_085_CA_2_evaluation,HOBBIES_1_103_CA_2_evaluation,HOBBIES_1_105_CA_2_evaluation,HOBBIES_1_108_CA_2_evaluation,HOBBIES_1_134_CA_2_evaluation,HOBBIES_1_144_CA_2_evaluation,HOBBIES_1_148_CA_2_evaluation,HOBBIES_1_149_CA_2_evaluation,HOBBIES_1_151_CA_2_evaluation,HOBBIES_1_157_CA_2_evaluation,HOBBIES_1_173_CA_2_evaluation,HOBBIES_1_178_CA_2_evaluation,HOBBIES_1_179_CA_2_evaluation,HOBBIES_1_189_CA_2_evaluation,HOBBIES_1_201_CA_2_evaluation,HOBBIES_1_215_CA_2_evaluation,HOBBIES_1_244_CA_2_evaluation,HOBBIES_1_254_CA_2_evaluation,HOBBIES_1_256_CA_2_evaluation,HOBBIES_1_279_CA_2_evaluation,HOBBIES_1_287_CA_2_evaluation,HOBBIES_1_297_CA_2_evaluation,HOBBIES_1_319_CA_2_evaluation,HOBBIES_1_323_CA_2_evaluation,HOBBIES_1_324_CA_2_evaluation,HOBBIES_1_329_CA_2_evaluation,HOBBIES_1_337_CA_2_evaluation,HOBBIES_1_341_CA_2_evaluation,HOBBIES_1_348_CA_2_evaluation,HOBBIES_1_350_CA_2_evaluation,HOBBIES_1_356_CA_2_evaluation,HOBBIES_1_364_CA_2_evaluation,HOBBIES_1_370_CA_2_evaluation,HOBBIES_1_371_CA_2_evaluation,HOBBIES_1_379_CA_2_evaluation,HOBBIES_1_381_CA_2_evaluation,HOBBIES_1_404_CA_2_evaluation,HOBBIES_1_416_CA_2_evaluation,HOBBIES_1_420_CA_2_evaluation,HOUSEHOLD_1_003_CA_2_evaluation,HOUSEHOLD_1_007_CA_2_evaluation,HOUSEHOLD_1_012_CA_2_evaluation,HOUSEHOLD_1_014_CA_2_evaluation,HOUSEHOLD_1_025_CA_2_evaluation,HOUSEHOLD_1_027_CA_2_evaluation,HOUSEHOLD_1_038_CA_2_evaluation,HOUSEHOLD_1_047_CA_2_evaluation,HOUSEHOLD_1_048_CA_2_evaluation,HOUSEHOLD_1_055_CA_2_evaluation,HOUSEHOLD_1_061_CA_2_evaluation,HOUSEHOLD_1_072_CA_2_evaluation,HOUSEHOLD_1_075_CA_2_evaluation,HOUSEHOLD_1_079_CA_2_evaluation,HOUSEHOLD_1_082_CA_2_evaluation,HOUSEHOLD_1_083_CA_2_evaluation,HOUSEHOLD_1_087_CA_2_evaluation,HOUSEHOLD_1_095_CA_2_evaluation,HOUSEHOLD_1_099_CA_2_evaluation,HOUSEHOLD_1_107_CA_2_evaluation,HOUSEHOLD_1_121_CA_2_evaluation,HOUSEHOLD_1_122_CA_2_evaluation,HOUSEHOLD_1_129_CA_2_evaluation,HOUSEHOLD_1_141_CA_2_evaluation,HOUSEHOLD_1_153_CA_2_evaluation,HOUSEHOLD_1_158_CA_2_evaluation,HOUSEHOLD_1_165_CA_2_evaluation,HOUSEHOLD_1_170_CA_2_evaluation,HOUSEHOLD_1_176_CA_2_evaluation,HOUSEHOLD_1_188_CA_2_evaluation,HOUSEHOLD_1_192_CA_2_evaluation,HOUSEHOLD_1_194_CA_2_evaluation,HOUSEHOLD_1_197_CA_2_evaluation,HOUSEHOLD_1_198_CA_2_evaluation,HOUSEHOLD_1_202_CA_2_evaluation,HOUSEHOLD_1_204_CA_2_evaluation,HOUSEHOLD_1_205_CA_2_evaluation,HOUSEHOLD_1_212_CA_2_evaluation,HOUSEHOLD_1_215_CA_2_evaluation,HOUSEHOLD_1_218_CA_2_evaluation,HOUSEHOLD_1_220_CA_2_evaluation,HOUSEHOLD_1_232_CA_2_evaluation,HOUSEHOLD_1_235_CA_2_evaluation,HOUSEHOLD_1_238_CA_2_evaluation,HOUSEHOLD_1_241_CA_2_evaluation,HOUSEHOLD_1_243_CA_2_evaluation,HOUSEHOLD_1_247_CA_2_evaluation,HOUSEHOLD_1_249_CA_2_evaluation,HOUSEHOLD_1_262_CA_2_evaluation,HOUSEHOLD_1_268_CA_2_evaluation,HOUSEHOLD_1_275_CA_2_evaluation,HOUSEHOLD_1_280_CA_2_evaluation
2013/05/23,6,10,0,4,0,1,4,11,1,3,1,2,0,12,1,3,1,0,0,1,10,1,2,2,2,10,12,3,0,2,2,1,0,1,0,8,3,6,0,1,1,3,9,2,3,5,1,2,0,5,0,1,0,4,0,1,2,3,0,2,1,1,0,5,0,2,0,2,0,4,3,0,0,0,0,4,1,0,1,0,0,3,1,1,1,0,2,3,1,0,1,0,0,0,2,3,3,1,2,0
2013/05/24,1,1,0,2,5,1,6,8,2,1,14,1,2,4,0,0,1,0,1,1,0,3,6,0,2,14,3,0,1,2,0,11,1,0,1,3,4,4,0,0,0,16,0,0,1,17,1,2,1,3,0,0,4,4,1,0,1,4,2,3,2,4,1,6,3,0,1,2,1,2,1,0,0,0,2,2,1,0,1,1,2,6,3,0,2,2,2,1,0,1,3,0,0,1,0,4,5,0,1,0
2013/05/25,2,3,0,12,0,0,0,4,0,0,2,1,0,5,1,4,1,0,2,1,3,0,1,1,1,0,7,32,0,0,0,2,2,0,2,5,8,13,1,0,2,0,10,0,10,5,1,3,1,0,2,0,1,8,0,3,2,4,2,4,2,2,1,4,5,1,6,1,0,3,1,0,2,2,2,0,2,1,0,2,1,8,2,2,2,1,2,2,2,0,2,2,1,0,7,2,5,2,1,0
2013/05/26,2,10,1,13,7,0,0,10,0,0,5,0,1,1,2,0,1,0,0,1,6,1,7,2,2,8,7,5,0,0,1,0,0,0,2,6,4,11,0,1,1,2,11,0,2,9,0,0,1,2,1,2,0,3,0,2,0,2,3,7,1,0,1,9,3,0,3,0,2,4,4,5,0,0,1,3,1,3,0,1,3,10,0,4,6,3,2,1,1,2,2,1,0,4,4,4,3,3,7,1
2013/05/27,4,1,0,0,0,0,3,8,0,2,16,0,0,6,0,0,0,1,0,1,3,4,0,0,2,0,0,5,1,0,0,1,1,0,1,2,4,7,3,0,1,6,0,2,9,0,1,0,1,1,3,1,0,3,1,1,6,4,1,3,0,5,0,9,0,2,5,3,2,7,3,6,3,3,2,1,0,5,0,2,1,4,2,1,4,0,2,1,1,1,6,1,1,2,2,8,4,0,3,0
2013/05/28,0,8,0,0,13,1,0,7,0,1,5,1,4,3,1,3,0,1,1,2,4,0,10,1,3,13,0,8,0,1,0,1,2,2,0,2,0,1,1,2,2,37,2,2,3,8,0,1,4,1,0,0,0,5,3,0,2,1,3,2,2,1,2,3,0,0,3,3,0,2,3,4,1,0,3,7,0,1,1,3,1,1,3,0,1,4,1,1,2,1,4,2,1,1,2,2,2,1,0,0
2013/05/29,7,5,0,0,0,1,2,8,0,0,0,3,2,1,0,1,1,0,0,1,6,0,2,1,2,3,0,3,0,1,1,0,1,0,2,2,6,5,0,0,0,2,6,2,0,42,0,2,0,0,1,2,2,1,2,0,0,0,0,2,0,3,0,4,4,3,0,1,0,0,0,1,1,1,2,1,2,3,0,1,0,5,0,1,2,1,1,1,0,0,3,0,0,1,2,1,2,1,3,1
2013/05/30,11,13,0,0,0,0,0,0,2,0,0,0,0,6,2,4,1,1,1,0,0,0,4,1,2,0,0,3,1,2,0,0,0,1,0,2,7,8,0,3,0,0,4,2,1,2,0,2,0,0,0,0,1,2,0,0,1,4,1,2,3,3,2,3,0,5,0,3,1,0,2,0,1,0,0,1,0,1,0,2,1,3,1,0,0,0,2,0,0,1,1,1,0,0,1,0,2,0,0,1
2013/05/31,3,1,0,0,0,1,3,3,0,1,14,0,0,27,2,3,1,0,0,0,3,0,2,1,2,6,0,9,0,0,0,9,0,0,0,1,0,4,2,1,1,6,6,0,6,16,1,2,1,0,0,3,0,4,1,1,0,8,2,7,0,2,0,17,1,1,0,2,0,1,1,3,0,0,2,4,0,2,0,4,0,1,2,0,1,1,0,0,1,1,1,0,0,2,0,1,13,2,4,0
2013/06/01,4,7,7,14,0,2,0,0,0,3,0,0,1,6,0,0,1,0,4,1,8,0,3,2,3,7,0,7,3,1,1,1,1,1,0,3,8,2,0,0,0,6,13,0,0,0,0,1,0,3,2,0,5,4,2,4,0,3,3,5,1,1,2,9,3,1,0,1,1,6,0,1,2,0,2,1,0,1,0,3,4,6,1,2,2,1,0,2,1,1,3,0,4,2,5,0,14,0,1,0
2013/06/02,11,3,0,5,10,0,6,0,0,1,4,1,0,1,0,2,2,0,0,0,4,2,2,0,0,4,0,1,2,1,1,4,0,0,0,5,10,15,1,2,2,6,2,1,2,3,0,2,2,5,0,1,2,5,1,1,4,3,1,8,0,4,0,3,3,3,0,3,1,3,4,4,2,2,2,3,4,3,0,2,3,11,3,1,0,0,2,2,3,0,1,2,3,1,3,2,7,2,3,2
2013/06/03,1,4,0,13,0,1,2,1,2,1,1,2,0,1,1,0,1,0,1,2,0,3,0,1,2,2,3,6,0,0,0,0,2,0,2,14,1,31,1,1,1,2,0,1,0,0,2,0,1,1,0,0,0,5,4,0,1,1,2,3,2,0,2,0,1,0,2,1,0,3,2,2,1,1,1,0,1,1,0,2,5,11,0,0,4,1,2,3,1,3,0,0,1,1,3,2,5,2,5,1
2013/06/04,5,1,1,2,0,0,0,3,1,0,0,1,0,8,0,2,2,0,1,0,5,1,2,2,1,8,2,10,0,1,0,3,0,3,0,6,7,14,0,6,0,5,2,1,0,6,1,0,2,6,0,1,2,3,1,0,4,3,0,1,2,3,0,11,1,0,3,1,3,6,1,10,3,0,2,2,0,1,0,2,3,4,1,2,1,0,6,0,2,0,0,0,1,0,3,2,1,2,0,3
2013/06/05,5,0,0,0,12,0,24,0,1,0,14,0,0,6,0,2,2,0,0,1,0,0,0,0,1,2,2,16,0,0,2,0,1,1,0,0,7,2,0,1,1,0,5,0,0,0,1,1,0,3,1,1,2,4,0,1,1,4,2,2,0,1,0,1,0,0,0,0,0,1,2,3,0,0,1,2,0,1,1,1,0,2,4,0,2,1,1,3,0,2,2,0,0,2,4,2,1,0,2,1
2013/06/06,6,8,0,2,3,0,4,16,0,0,2,1,0,1,1,3,2,0,1,1,8,0,8,0,3,6,3,9,0,0,0,0,0,0,1,1,3,6,5,0,1,48,11,0,0,13,0,3,0,0,0,0,1,2,0,1,3,1,0,4,0,2,0,11,1,0,0,0,1,4,1,3,2,0,0,3,0,0,0,3,4,2,4,1,3,0,1,1,1,1,1,1,0,1,1,5,1,0,3,0
2013/06/07,3,6,1,11,0,0,12,11,0,1,3,0,0,7,0,1,3,1,0,0,42,0,14,1,3,12,4,0,0,1,2,0,1,0,0,3,2,7,0,2,3,21,0,1,6,22,1,2,3,1,1,0,1,6,2,1,2,4,1,5,2,3,1,3,1,0,2,3,2,0,4,3,2,1,3,2,1,2,0,0,4,1,1,1,4,0,2,0,1,1,3,0,0,3,0,1,0,1,3,6
2013/06/08,6,15,0,3,4,1,8,3,0,0,0,1,1,3,0,1,1,0,1,0,5,2,11,2,7,3,3,3,0,1,0,4,0,0,0,1,9,13,0,1,1,9,10,2,6,5,0,1,3,9,3,4,3,2,2,1,2,1,2,1,0,2,1,7,0,0,2,1,2,4,4,3,4,0,0,2,0,0,1,2,2,4,0,0,3,1,0,4,1,1,2,1,3,3,2,1,2,2,3,0
2013/06/09,5,16,0,4,5,0,0,15,1,1,2,1,3,2,0,1,3,0,1,0,7,4,12,1,2,15,12,15,0,1,0,0,2,1,1,1,9,7,1,0,1,2,7,0,1,15,1,2,0,0,2,0,1,7,1,1,0,3,2,7,0,4,0,7,2,0,1,3,1,9,6,0,1,0,2,3,0,1,1,5,1,2,2,0,4,4,2,3,3,1,4,1,2,2,4,4,8,5,4,2
2013/06/10,3,25,0,8,3,0,1,0,0,0,2,1,0,2,0,1,0,0,1,0,0,2,8,1,0,6,11,0,0,0,2,8,0,2,3,2,0,0,1,2,0,2,5,1,1,2,0,5,1,2,0,2,0,2,0,0,1,2,2,2,1,1,1,7,1,0,0,4,0,1,1,0,0,2,1,1,0,5,0,3,0,5,1,0,2,1,1,1,3,1,6,3,0,2,3,4,4,0,1,1
2013/06/11,11,19,0,2,5,2,0,0,0,0,4,1,3,9,0,1,1,0,0,0,1,0,9,2,0,4,0,2,2,0,0,2,1,0,1,10,5,9,1,0,2,4,14,0,1,5,0,2,0,1,1,0,1,2,0,6,0,0,0,8,4,2,2,4,2,0,1,2,0,2,3,0,0,0,0,1,2,1,0,3,3,3,3,0,0,3,0,0,2,1,2,2,0,1,1,1,2,0,4,1
2013/06/12,3,0,0,2,8,0,0,0,0,0,3,2,1,0,2,2,1,0,1,0,2,1,2,0,3,10,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,14,4,0,7,18,0,2,2,0,3,0,1,0,0,0,1,3,2,1,0,2,2,6,2,1,0,3,1,0,1,2,0,2,0,1,0,4,0,2,0,7,0,0,1,1,2,2,1,2,2,0,1,4,0,2,6,0,2,2
2013/06/13,1,13,0,3,2,1,5,5,0,0,9,0,1,6,0,0,1,2,0,1,7,1,3,1,1,5,0,16,0,0,0,0,0,0,2,5,9,11,0,1,0,6,13,0,7,0,1,0,4,0,1,0,0,3,1,0,2,3,1,5,1,2,0,9,2,1,0,2,2,1,1,2,0,0,0,1,0,1,0,1,1,2,0,3,0,1,0,1,0,0,0,2,2,3,1,2,3,0,1,0
2013/06/14,4,8,3,12,1,1,0,28,1,0,1,0,0,2,2,1,1,0,0,2,4,1,3,0,3,15,0,4,0,2,1,2,0,3,3,3,1,3,1,2,0,11,2,1,14,10,0,1,0,2,0,1,0,3,0,0,2,4,1,4,2,2,2,10,1,1,0,1,1,1,0,1,3,2,1,3,3,2,0,1,0,5,3,0,4,0,5,4,0,0,2,3,3,1,4,5,4,3,3,1
2013/06/15,1,0,0,15,16,0,1,5,0,2,4,1,3,3,0,0,1,0,2,3,18,0,4,0,0,16,29,11,1,0,1,5,0,0,3,1,0,2,0,1,0,0,7,2,1,35,2,2,0,2,0,3,1,5,2,0,3,4,3,0,0,4,1,5,3,5,2,3,1,4,2,4,3,3,1,0,2,2,1,3,2,5,0,0,1,0,0,0,3,1,2,2,1,4,4,7,5,3,1,1
2013/06/16,1,1,0,0,0,0,2,14,2,1,45,0,1,7,1,0,0,0,1,0,1,2,4,0,5,3,2,5,0,0,1,2,0,1,3,5,0,10,0,0,2,9,13,3,15,4,1,0,1,9,1,1,2,3,2,1,1,2,1,4,3,3,3,4,2,2,1,2,0,2,1,2,2,0,4,0,0,1,0,2,5,3,0,1,5,1,2,1,4,2,3,0,1,1,4,1,1,2,6,0
2013/06/17,6,5,0,0,0,1,0,8,0,0,0,0,0,17,0,0,2,0,1,1,1,0,6,0,2,6,0,10,0,0,1,1,0,1,5,3,0,5,0,2,2,5,4,1,0,5,1,0,2,2,0,0,0,6,0,0,0,3,2,2,1,0,1,9,0,0,0,0,1,1,1,3,0,0,0,7,0,0,0,2,1,9,0,0,3,1,0,3,1,0,1,0,0,0,1,3,3,1,1,0
2013/06/18,7,4,2,0,0,0,13,1,0,1,0,0,0,4,0,1,0,1,0,1,1,0,0,1,1,5,2,10,0,0,1,0,0,0,1,0,0,4,0,1,3,3,5,1,2,15,1,2,1,2,1,2,2,3,1,1,0,1,2,2,1,1,1,1,1,1,1,4,0,4,2,1,1,0,0,0,2,4,1,3,1,0,3,1,1,0,1,1,1,1,1,2,1,2,1,4,6,0,5,2
2013/06/19,10,6,1,0,0,0,3,5,0,0,7,1,0,5,3,1,0,0,0,0,7,1,2,2,1,2,1,2,1,1,1,0,1,0,1,1,1,7,0,0,1,10,5,6,5,4,1,2,1,2,7,0,0,3,0,2,0,3,0,2,5,3,0,10,1,1,0,1,0,3,1,1,0,0,1,2,0,1,0,2,6,3,4,2,0,0,2,1,0,2,3,1,0,2,0,4,4,0,1,0
2013/06/20,0,2,0,4,2,1,1,10,1,0,3,0,0,0,0,0,1,0,1,0,0,0,2,1,2,8,16,4,0,0,1,0,1,0,1,4,0,0,0,1,0,6,0,0,10,52,2,3,1,3,2,1,0,3,0,2,0,2,1,3,0,2,1,3,2,5,2,3,0,1,3,4,1,0,0,3,1,4,3,2,1,1,1,1,3,2,1,1,0,2,0,0,1,3,2,0,9,1,2,0
2013/06/21,2,2,1,12,2,0,0,15,1,0,21,2,0,9,1,2,1,0,1,0,2,1,15,2,2,4,5,18,0,1,1,1,2,0,1,4,2,0,1,0,0,6,5,0,1,0,1,2,1,1,1,0,0,0,1,0,1,6,3,2,4,4,1,9,0,1,2,2,0,5,1,0,2,1,1,1,2,1,2,3,0,6,3,0,3,2,2,0,2,2,0,1,0,1,3,4,4,0,1,1
2013/06/22,6,3,0,32,1,1,4,24,4,0,4,1,1,5,1,1,1,1,1,1,31,0,6,0,4,2,15,4,2,2,0,7,1,1,0,3,15,18,3,2,0,5,10,1,1,14,0,4,0,0,0,1,2,3,0,1,6,3,2,5,5,5,0,3,2,1,0,0,2,4,4,7,2,1,3,2,1,1,0,6,0,19,0,0,2,1,3,4,5,1,9,0,2,2,1,1,11,5,4,0
2013/06/23,10,5,1,0,0,1,0,9,0,1,1,1,1,10,0,2,0,2,0,3,13,0,3,2,5,10,0,12,1,0,1,3,0,3,3,3,4,13,0,0,1,10,12,4,2,12,2,4,4,6,4,1,2,4,1,3,2,4,2,4,6,3,2,1,2,1,7,0,1,5,4,4,0,0,3,3,2,0,1,2,1,6,2,0,4,2,3,2,1,2,5,2,2,3,3,6,6,1,1,1
2013/06/24,1,0,0,0,2,2,1,4,0,1,3,0,1,5,1,2,2,0,0,1,0,2,30,0,2,5,0,0,0,1,0,0,0,1,0,2,0,0,2,1,0,3,0,1,15,29,2,0,2,0,2,1,0,1,1,0,0,3,3,3,0,1,1,6,0,1,0,2,0,0,3,1,0,3,2,0,2,4,0,0,2,5,2,0,1,1,2,2,0,2,2,2,4,0,1,3,4,0,3,0
2013/06/25,0,5,0,0,0,0,0,10,0,2,0,0,0,5,2,0,0,0,0,1,14,0,2,0,1,2,8,4,0,0,0,0,1,1,0,0,19,21,1,0,0,52,6,0,1,1,0,0,1,1,0,1,0,4,0,0,3,0,1,4,2,4,0,1,2,1,1,1,1,4,3,7,1,2,0,0,0,2,0,1,1,2,2,1,1,0,1,1,1,0,0,1,0,2,5,0,0,0,0,0
2013/06/26,1,10,2,3,4,0,4,1,0,2,4,0,2,12,3,1,0,0,2,0,3,0,7,0,4,7,0,2,1,0,1,4,1,0,1,2,0,6,0,2,1,20,7,1,0,10,1,0,2,3,0,0,0,2,1,0,0,1,0,10,2,1,0,2,0,1,1,1,1,1,1,1,4,1,1,0,0,3,0,5,0,3,0,0,1,0,0,0,1,2,1,2,0,2,1,2,3,0,3,1
