Date,FOODS_1_018_CA_3_evaluation,FOODS_1_021_CA_3_evaluation,FOODS_1_023_CA_3_evaluation,FOODS_1_046_CA_3_evaluation,FOODS_1_082_CA_3_evaluation,FOODS_1_085_CA_3_evaluation,FOODS_1_087_CA_3_evaluation,FOODS_1_099_CA_3_evaluation,FOODS_1_139_CA_3_evaluation,FOODS_1_161_CA_3_evaluation,FOODS_1_170_CA_3_evaluation,FOODS_1_208_CA_3_evaluation,FOODS_1_218_CA_3_evaluation,FOODS_2_013_CA_3_evaluation,FOODS_2_016_CA_3_evaluation,FOODS_2_019_CA_3_evaluation,FOODS_2_030_CA_3_evaluation,FOODS_2_181_CA_3_evaluation,FOODS_2_197_CA_3_evaluation,FOODS_2_233_CA_3_evaluation,FOODS_2_293_CA_3_evaluation,FOODS_2_325_CA_3_evaluation,FOODS_2_347_CA_3_evaluation,FOODS_2_357_CA_3_evaluation,FOODS_3_023_CA_3_evaluation,FOODS_3_064_CA_3_evaluation,FOODS_3_080_CA_3_evaluation,FOODS_3_082_CA_3_evaluation,FOODS_3_099_CA_3_evaluation,FOODS_3_100_CA_3_evaluation,FOODS_3_107_CA_3_evaluation,FOODS_3_113_CA_3_evaluation,FOODS_3_121_CA_3_evaluation,FOODS_3_127_CA_3_evaluation,FOODS_3_144_CA_3_evaluation,FOODS_3_156_CA_3_evaluation,FOODS_3_202_CA_3_evaluation,FOODS_3_203_CA_3_evaluation,FOODS_3_217_CA_3_evaluation,FOODS_3_226_CA_3_evaluation,FOODS_3_228_CA_3_evaluation,FOODS_3_230_CA_3_evaluation,FOODS_3_232_CA_3_evaluation,FOODS_3_239_CA_3_evaluation,FOODS_3_250_CA_3_evaluation,FOODS_3_252_CA_3_evaluation,FOODS_3_258_CA_3_evaluation,FOODS_3_259_CA_3_evaluation,FOODS_3_265_CA_3_evaluation,FOODS_3_280_CA_3_evaluation,FOODS_3_300_CA_3_evaluation,FOODS_3_304_CA_3_evaluation,FOODS_3_313_CA_3_evaluation,FOODS_3_335_CA_3_evaluation,FOODS_3_349_CA_3_evaluation,FOODS_3_369_CA_3_evaluation,FOODS_3_377_CA_3_evaluation,FOODS_3_389_CA_3_evaluation,FOODS_3_400_CA_3_evaluation,FOODS_3_407_CA_3_evaluation,FOODS_3_428_CA_3_evaluation,FOODS_3_450_CA_3_evaluation,FOODS_3_458_CA_3_evaluation,FOODS_3_473_CA_3_evaluation,FOODS_3_477_CA_3_evaluation,FOODS_3_481_CA_3_evaluation,FOODS_3_508_CA_3_evaluation,FOODS_3_513_CA_3_evaluation,FOODS_3_530_CA_3_evaluation,FOODS_3_555_CA_3_evaluation,FOODS_3_559_CA_3_evaluation,FOODS_3_562_CA_3_evaluation,FOODS_3_570_CA_3_evaluation,FOODS_3_585_CA_3_evaluation,FOODS_3_586_CA_3_evaluation,FOODS_3_587_CA_3_evaluation,FOODS_3_610_CA_3_evaluation,FOODS_3_632_CA_3_evaluation,FOODS_3_648_CA_3_evaluation,FOODS_3_652_CA_3_evaluation,FOODS_3_654_CA_3_evaluation,FOODS_3_655_CA_3_evaluation,FOODS_3_668_CA_3_evaluation,FOODS_3_674_CA_3_evaluation,FOODS_3_679_CA_3_evaluation,FOODS_3_694_CA_3_evaluation,FOODS_3_697_CA_3_evaluation,FOODS_3_702_CA_3_evaluation,FOODS_3_704_CA_3_evaluation,FOODS_3_712_CA_3_evaluation,FOODS_3_714_CA_3_evaluation,FOODS_3_721_CA_3_evaluation,FOODS_3_741_CA_3_evaluation,FOODS_3_752_CA_3_evaluation,FOODS_3_756_CA_3_evaluation,FOODS_3_765_CA_3_evaluation,FOODS_3_775_CA_3_evaluation,FOODS_3_792_CA_3_evaluation,FOODS_3_819_CA_3_evaluation,FOODS_3_820_CA_3_evaluation
2013/06/02,8,0,4,3,5,4,6,5,4,5,5,8,7,9,3,31,8,27,46,6,11,11,11,10,6,1,24,1,12,3,2,16,0,4,1,4,58,4,2,12,13,1,2,1,0,78,8,8,6,5,4,10,0,3,2,7,16,30,2,9,8,2,3,18,6,2,2,3,5,43,1,9,20,5,116,8,0,6,3,6,1,7,11,3,0,38,12,27,11,3,44,8,18,15,0,2,1,6,2,1
2013/06/03,6,2,2,6,4,7,3,4,0,2,5,7,8,10,22,20,5,9,43,3,11,6,21,3,8,0,26,11,16,2,1,13,8,2,2,2,31,4,2,11,13,2,6,0,0,50,4,6,4,0,8,9,0,4,2,4,14,22,5,5,0,3,6,0,4,6,4,3,6,38,1,8,17,2,55,1,0,0,1,6,1,11,12,10,0,34,1,25,8,4,19,5,15,20,2,3,1,9,10,1
2013/06/04,6,0,2,6,1,6,3,5,6,2,7,5,13,5,10,18,2,12,27,4,12,17,13,2,4,24,26,6,16,6,2,12,3,1,3,3,34,5,0,8,15,1,5,1,3,64,0,12,5,0,5,5,6,0,2,1,11,17,1,1,0,3,9,9,10,0,5,4,3,39,6,3,12,6,103,3,5,0,0,4,0,5,9,4,0,30,18,25,5,0,22,2,11,16,5,0,2,19,2,3
2013/06/05,10,0,3,5,2,9,1,4,4,4,7,4,17,6,7,15,7,18,32,2,9,23,13,3,0,0,21,3,14,8,4,9,1,5,2,8,55,3,1,12,9,1,2,0,0,38,12,0,0,1,7,6,3,3,4,0,21,26,2,9,5,1,12,7,10,6,0,2,1,25,5,1,11,2,55,0,4,3,0,10,1,6,12,3,1,24,7,21,16,4,32,4,24,168,11,3,0,11,4,2
2013/06/06,1,0,10,3,1,5,4,0,5,3,5,2,7,4,13,8,4,14,9,6,9,12,7,0,4,0,24,1,18,1,0,8,6,1,3,8,38,2,1,8,18,0,2,1,0,51,0,0,4,2,8,5,7,0,2,4,12,20,1,8,3,1,8,17,4,4,9,1,7,23,2,5,12,1,57,12,8,1,3,9,4,2,7,5,0,30,16,25,8,1,24,18,6,33,5,1,2,15,2,1
2013/06/07,2,0,9,17,2,4,3,3,5,1,12,3,23,7,9,10,1,8,14,4,11,6,15,1,6,12,24,2,9,2,0,10,3,3,5,2,36,6,2,13,18,4,1,3,8,87,4,6,4,2,3,7,1,0,3,5,22,24,4,8,11,0,5,9,6,4,4,0,5,55,0,6,13,1,96,6,8,3,2,6,0,8,14,4,0,29,19,29,6,1,27,2,5,19,11,0,0,19,10,1
2013/06/08,12,0,4,15,3,7,4,6,8,5,6,3,32,9,9,10,2,10,20,5,11,13,14,4,10,10,44,1,23,4,1,5,3,3,5,3,71,2,4,17,14,7,1,2,4,97,8,10,4,3,6,9,4,6,1,6,12,28,2,1,9,3,7,11,8,3,2,2,6,52,1,7,17,3,111,2,7,3,5,0,1,14,10,5,1,37,15,43,19,1,48,1,11,26,3,0,1,17,4,2
2013/06/09,8,3,4,13,2,5,0,5,7,1,3,2,34,8,13,18,8,20,31,2,12,3,17,0,4,1,24,1,12,3,0,16,1,2,5,6,52,6,5,11,12,4,2,3,3,53,10,6,8,0,5,8,12,0,1,1,15,39,5,0,10,4,4,9,10,2,6,3,4,34,4,6,23,7,100,2,3,2,5,6,3,13,18,9,0,35,19,33,9,10,36,6,0,16,1,4,2,10,11,1
2013/06/10,2,0,0,15,1,8,3,1,8,3,11,13,26,6,4,14,3,20,37,6,10,25,16,5,0,0,18,8,14,2,0,11,9,2,1,3,32,3,2,15,6,2,6,1,2,55,2,3,0,3,3,4,6,3,2,4,13,23,2,4,3,5,4,0,7,8,2,3,4,33,1,10,19,4,79,1,4,3,5,8,2,1,9,4,1,29,0,34,10,2,35,5,11,22,3,6,0,13,2,2
2013/06/11,2,1,2,12,10,1,2,0,4,6,12,4,18,2,1,9,5,12,13,5,11,15,8,3,5,8,28,10,17,2,3,4,6,2,0,1,47,3,3,10,7,3,2,2,1,32,0,10,4,0,3,5,12,0,3,4,12,33,5,3,0,2,3,7,7,7,0,1,8,43,2,1,12,1,73,1,6,3,4,9,1,6,15,1,0,25,15,31,7,5,19,3,8,22,1,3,1,4,3,2
2013/06/12,3,0,7,9,0,5,19,3,1,7,8,5,15,9,2,2,4,13,18,1,10,8,10,1,5,10,19,0,13,5,2,13,3,1,3,2,43,4,4,12,12,4,0,1,0,64,0,1,4,0,8,1,5,2,2,2,16,26,2,9,1,0,4,12,9,4,3,2,2,28,3,1,12,4,73,0,4,0,8,5,1,5,15,3,1,22,12,31,4,0,25,4,3,12,2,1,1,5,3,2
2013/06/13,5,1,5,9,1,5,2,1,5,4,9,1,9,5,0,10,3,5,9,1,8,0,9,2,5,5,21,4,8,4,1,6,4,3,2,10,35,1,0,17,10,7,6,0,4,38,4,5,5,0,4,10,4,0,2,6,21,28,1,5,0,2,6,1,4,3,3,2,4,33,0,2,19,1,62,2,3,4,4,4,0,2,5,6,0,20,7,23,5,3,21,0,8,17,4,0,1,24,0,0
2013/06/14,11,2,1,6,6,3,3,6,2,4,14,5,22,5,14,13,1,9,30,2,7,9,4,3,6,16,17,2,12,3,2,3,7,8,1,4,48,5,1,16,14,4,8,1,3,70,7,5,4,2,2,4,6,0,4,3,11,29,4,7,7,0,11,8,8,2,3,4,10,42,2,5,17,2,81,13,9,2,3,3,3,5,11,5,0,34,17,22,9,3,42,0,9,12,12,1,0,9,1,0
2013/06/15,23,0,3,14,10,8,3,5,5,2,12,2,25,6,7,13,2,10,29,4,8,6,13,1,7,7,29,2,15,1,0,5,9,2,2,5,37,1,0,19,10,3,7,1,4,46,1,13,5,5,0,8,5,1,4,1,11,29,5,4,3,1,6,9,10,1,1,2,7,33,4,2,12,4,79,6,2,5,6,9,1,11,11,3,0,18,11,32,6,1,40,4,8,13,6,3,1,3,2,2
2013/06/16,9,1,3,10,0,4,1,6,4,1,4,4,24,4,5,14,5,11,17,6,6,8,14,3,3,6,25,1,12,3,0,7,11,5,0,4,56,0,1,15,9,8,6,2,0,49,10,0,1,0,2,6,13,0,2,0,10,23,1,5,4,2,15,6,2,7,3,1,6,28,1,3,13,0,87,0,1,1,1,4,0,3,14,1,0,22,14,34,4,7,32,9,3,9,9,1,1,11,1,2
2013/06/17,15,3,6,5,2,1,5,7,7,5,1,5,14,12,10,16,4,6,36,6,0,12,23,5,4,10,15,5,17,2,1,3,3,2,0,4,34,1,1,12,5,3,3,2,0,44,2,11,0,0,11,7,3,1,2,4,16,25,2,11,0,1,8,4,4,4,3,4,9,36,1,0,22,4,76,4,2,0,3,7,1,4,6,6,1,24,7,24,6,3,34,1,9,2,11,2,0,4,4,1
2013/06/18,5,0,3,3,3,2,2,2,6,3,21,5,16,5,18,12,3,8,24,0,6,3,14,2,2,3,17,1,15,5,1,8,4,2,0,5,30,3,1,10,16,1,2,0,2,33,0,12,4,0,2,6,4,0,1,0,10,29,7,1,0,3,6,6,8,6,0,3,6,20,0,2,12,2,71,0,8,0,0,1,1,6,1,0,1,15,6,34,3,7,19,2,2,9,6,1,3,9,3,0
2013/06/19,10,4,3,12,3,7,2,6,12,3,4,4,15,5,3,11,2,11,16,2,6,10,8,0,3,2,19,2,15,6,0,7,6,3,1,4,20,1,4,10,9,5,1,0,1,33,9,2,4,2,1,5,4,0,0,0,8,22,2,6,9,0,13,11,9,4,2,0,5,33,2,0,12,2,56,0,4,2,4,8,1,5,7,1,0,15,9,26,3,0,20,1,6,8,10,1,2,22,2,1
2013/06/20,1,6,0,2,0,1,2,6,7,2,11,4,12,2,7,15,4,8,28,2,0,3,18,2,7,0,11,2,3,5,2,6,1,2,1,6,25,1,7,6,16,2,3,0,1,41,9,7,3,1,2,3,6,3,3,0,12,20,1,2,1,0,12,2,6,2,3,2,5,29,3,2,12,1,77,3,3,1,2,6,4,5,15,8,0,24,9,26,5,1,29,11,11,13,10,1,1,17,3,1
2013/06/21,5,1,0,4,0,1,2,3,7,0,5,2,7,5,3,14,1,5,31,4,4,7,13,2,1,7,18,2,11,1,2,4,4,3,0,2,22,1,1,10,10,4,0,0,0,32,2,5,1,0,5,6,10,1,2,2,14,28,8,6,4,2,6,6,8,3,2,3,9,29,2,4,6,1,67,0,4,1,1,5,1,6,13,3,0,27,10,34,2,3,24,4,2,16,1,1,0,6,5,2
2013/06/22,13,4,3,5,0,2,2,3,5,3,17,2,7,10,9,10,2,10,35,3,7,9,8,5,4,6,25,2,13,3,1,4,2,6,1,0,36,2,2,11,12,8,6,1,3,60,4,8,4,0,3,2,0,0,6,2,17,27,1,6,3,0,14,8,5,2,3,1,6,37,0,8,8,3,80,1,3,3,4,6,2,6,15,1,0,30,18,41,10,3,34,1,3,28,10,1,2,17,1,1
2013/06/23,8,1,4,5,1,2,2,7,2,1,11,0,20,7,3,15,2,11,30,7,5,3,16,4,10,16,20,6,10,2,0,9,7,1,0,1,39,1,3,12,10,4,5,0,1,46,12,4,8,2,10,4,3,1,2,1,10,35,5,1,4,2,16,10,2,5,0,2,2,32,1,6,22,4,90,3,0,2,9,5,1,7,6,6,0,15,11,39,5,7,27,2,27,39,8,3,0,8,3,1
2013/06/24,2,0,3,7,3,4,1,1,4,1,18,8,2,8,19,7,3,8,35,2,7,8,14,0,5,7,19,1,13,3,1,4,5,2,0,1,23,3,1,6,5,8,4,1,1,33,12,6,5,1,6,6,4,1,2,3,11,19,7,9,3,0,5,8,7,2,1,1,3,25,1,1,12,2,54,4,9,3,4,4,1,6,5,3,1,21,10,14,6,2,9,2,5,35,9,3,2,25,3,0
2013/06/25,8,0,2,6,4,5,6,16,13,4,7,1,11,4,7,14,2,4,23,3,0,7,17,1,2,16,23,1,15,3,2,4,5,1,2,1,18,2,2,8,8,4,0,1,7,35,0,12,4,1,0,6,5,0,2,3,12,26,4,1,4,1,10,5,6,4,1,2,8,23,2,2,7,1,67,2,0,0,6,1,2,7,5,4,2,20,7,28,4,1,27,10,25,13,5,0,0,7,0,3
2013/06/26,6,2,0,8,1,2,1,3,3,4,5,1,4,1,5,14,2,10,8,2,6,1,6,3,8,10,17,2,17,2,0,9,6,1,2,0,23,1,3,14,8,6,6,1,0,40,0,9,3,0,5,3,4,2,0,8,13,30,1,1,3,0,11,5,8,1,4,2,7,31,1,5,16,0,81,5,4,2,1,3,2,4,6,6,1,27,17,25,3,2,19,3,8,24,7,3,3,6,1,3
2013/06/27,1,2,1,3,4,5,10,3,0,0,5,2,1,2,2,9,3,9,13,3,10,1,16,2,5,7,18,1,16,7,1,3,5,4,0,1,27,2,3,11,10,4,6,0,0,52,5,5,5,0,0,4,6,0,2,4,11,14,0,3,1,1,12,6,8,3,1,0,7,25,0,8,16,3,75,2,2,2,1,2,1,7,12,1,0,19,15,30,6,2,35,3,0,30,2,2,0,14,0,0
2013/06/28,7,6,8,8,4,11,4,4,0,3,8,0,4,4,11,7,6,10,27,2,6,1,15,0,10,24,18,0,4,1,0,2,4,4,0,0,32,3,2,25,16,4,5,0,0,86,3,9,6,0,1,5,3,0,3,0,27,39,3,4,2,1,11,0,5,5,3,1,9,40,0,6,8,0,61,5,6,2,0,7,3,4,13,4,0,35,8,32,3,2,43,7,8,14,6,2,1,8,3,2
2013/06/29,6,4,4,7,6,6,0,5,0,4,14,4,4,4,3,20,3,11,26,2,1,3,22,0,10,3,23,3,28,5,0,4,2,8,2,5,40,3,4,15,15,4,7,0,3,101,8,4,5,2,5,5,7,0,3,4,14,35,3,7,0,3,17,15,7,4,6,3,8,62,3,3,15,4,105,0,4,3,8,3,1,4,9,2,0,37,17,32,10,6,63,1,4,16,9,2,1,12,3,0
2013/06/30,6,0,10,20,7,9,0,7,0,1,11,2,15,4,7,18,2,4,32,4,8,13,10,5,8,0,22,1,12,5,1,10,4,7,1,2,41,0,5,15,8,3,1,2,5,65,8,9,4,2,2,12,5,0,4,10,18,40,2,6,1,2,6,12,3,3,8,0,4,41,0,2,21,3,87,7,1,4,4,5,1,2,6,1,0,31,19,57,5,2,43,4,6,36,11,2,2,9,3,1
